antiguedad_meses,monto_mensual,soporte_tecnico_clicks,tipo_contrato,metodo_pago,gasto_por_mes,indice_insatisfaccion,score_fidelidad,churn,antiguedad_meses_norm,monto_mensual_norm,soporte_tecnico_clicks_norm
29,145.05,25.0,Mensual,Pago Manual,4.835,3.0,19.7,0,0.2353,0.2604,0.5
86,339.03,8.0,Mensual,Débito Automático,3.8969,12.0,57.8,1,0.7143,0.6646,0.16
47,33.52,21.0,Bianual,Pago Manual,0.6983,21.0,26.6,0,0.3866,0.028,0.42
96,320.31,40.0,Mensual,Pago Manual,3.3022,60.0,55.2,0,0.7983,0.6256,0.8
4,106.67,43.0,Anual,Pago Manual,21.334,43.0,-10.1,1,0.0252,0.1804,0.86
15,479.88,22.0,Bianual,Tarjeta de Crédito,29.9925,22.0,3.9,1,0.1176,0.9582,0.44
39,198.74,45.0,Mensual,Pago Manual,4.9685,67.5,13.8,0,0.3193,0.3723,0.9
77,39.61,24.0,Bianual,Débito Automático,0.5078,24.0,46.7,1,0.6387,0.0407,0.48
27,172.41,30.0,Mensual,Pago Manual,6.1575,45.0,9.9,0,0.2185,0.3174,0.6
47,224.94,23.0,Bianual,Tarjeta de Crédito,4.6862,23.0,26.0,0,0.3866,0.4269,0.46
74,62.08,23.0,Bianual,Débito Automático,0.8277,23.0,44.9,1,0.6134,0.0875,0.46
48,88.3,33.0,Bianual,Tarjeta de Crédito,1.802,33.0,23.7,0,0.395,0.1421,0.66
103,497.45,20.0,Mensual,Tarjeta de Crédito,4.7832,30.0,66.1,0,0.8571,0.9948,0.4
11,55.79,32.0,Anual,Tarjeta de Crédito,4.6492,32.0,-1.9,1,0.084,0.0744,0.64
73,223.76,6.0,Bianual,Pago Manual,3.0238,6.0,49.3,0,0.605,0.4244,0.12
118,311.39,3.0,Mensual,Tarjeta de Crédito,2.6167,4.5,81.7,1,0.9832,0.607,0.06
99,425.24,44.0,Mensual,Débito Automático,4.2524,66.0,56.1,1,0.8235,0.8443,0.88
77,379.51,29.0,Anual,Tarjeta de Crédito,4.8655,29.0,45.2,0,0.6387,0.749,0.58
77,154.72,10.0,Mensual,Débito Automático,1.9836,15.0,50.9,0,0.6387,0.2805,0.2
61,96.97,23.0,Bianual,Pago Manual,1.564,23.0,35.8,0,0.5042,0.1602,0.46
26,497.53,3.0,Mensual,Tarjeta de Crédito,18.427,4.5,17.3,0,0.2101,0.995,0.06
88,45.07,16.0,Mensual,Tarjeta de Crédito,0.5064,24.0,56.8,1,0.7311,0.052,0.32
8,124.81,41.0,Anual,Tarjeta de Crédito,13.8678,41.0,-6.7,1,0.0588,0.2182,0.82
19,212.74,3.0,Mensual,Tarjeta de Crédito,10.637,4.5,12.4,1,0.1513,0.4015,0.06
90,188.79,12.0,Anual,Pago Manual,2.0746,12.0,59.4,0,0.7479,0.3515,0.24
3,259.28,9.0,Anual,Pago Manual,17.7875,9.0,-0.6,1,0.0168,0.4984,0.18
76,134.11,25.0,Mensual,Tarjeta de Crédito,1.7417,58.5,41.5,1,0.6303,0.2376,0.5
116,259.28,29.0,Anual,Tarjeta de Crédito,1.267,29.0,72.5,1,0.9664,0.4984,0.58
33,189.64,35.0,Mensual,Débito Automático,5.5776,52.5,12.6,0,0.2689,0.3533,0.7
16,497.24,25.0,Anual,Débito Automático,29.2494,14.0,7.0,1,0.1261,0.9944,0.5
88,148.26,8.0,Mensual,Débito Automático,1.6658,12.0,59.2,1,0.7311,0.2671,0.16
25,321.6,49.0,Anual,Tarjeta de Crédito,12.3692,49.0,2.8,1,0.2017,0.6283,0.98
47,173.24,42.0,Anual,Débito Automático,3.6092,42.0,20.3,1,0.3866,0.3191,0.84
62,395.68,26.0,Bianual,Tarjeta de Crédito,6.2806,26.0,35.6,0,0.5126,0.7827,0.52
70,376.3,29.0,Mensual,Pago Manual,5.3,43.5,40.3,1,0.5798,0.7423,0.58
120,190.29,23.0,Mensual,Débito Automático,1.5726,34.5,77.1,0,1.0,0.3547,0.46
89,249.44,48.0,Bianual,Débito Automático,2.7716,48.0,47.9,1,0.7395,0.4779,0.96
19,327.58,48.0,Bianual,Débito Automático,16.379,48.0,-1.1,1,0.1513,0.6408,0.96
111,380.14,38.0,Bianual,Pago Manual,3.3941,38.0,66.3,0,0.9244,0.7503,0.76
98,367.34,1.0,Mensual,Tarjeta de Crédito,3.7105,1.5,68.3,0,0.8151,0.7236,0.02
106,39.94,25.0,Anual,Débito Automático,0.3733,25.0,66.7,1,0.8824,0.0413,0.5
33,247.81,6.0,Anual,Tarjeta de Crédito,7.2885,6.0,21.3,1,0.2689,0.4745,0.12
93,372.31,20.0,Bianual,Débito Automático,3.9607,20.0,59.1,0,0.7731,0.734,0.4
80,431.31,15.0,Mensual,Pago Manual,5.3248,22.5,51.5,0,0.6639,0.857,0.3
13,120.49,33.0,Bianual,Pago Manual,8.6064,33.0,-0.8,0,0.1008,0.2092,0.66
50,481.9,2.0,Mensual,Pago Manual,9.449,3.0,34.4,0,0.4118,0.9624,0.04
87,142.79,24.0,Mensual,Pago Manual,1.6226,36.0,53.7,0,0.7227,0.2557,0.48
90,353.1,11.0,Mensual,Débito Automático,3.8802,16.5,59.7,1,0.7479,0.694,0.22
4,138.27,18.0,Mensual,Débito Automático,27.654,27.0,-2.6,1,0.0252,0.2463,0.36
79,331.48,40.0,Bianual,Débito Automático,4.1435,40.0,43.3,1,0.6555,0.6489,0.8
46,74.56,44.0,Bianual,Débito Automático,1.5864,44.0,19.0,1,0.3782,0.1135,0.88
60,415.9,3.0,Anual,Tarjeta de Crédito,6.818,3.0,41.1,0,0.4958,0.8248,0.06
87,339.66,33.0,Bianual,Débito Automático,3.8598,33.0,51.0,0,0.7227,0.666,0.66
94,400.95,47.0,Anual,Pago Manual,4.2205,47.0,51.7,1,0.7815,0.7937,0.94
24,281.57,49.0,Mensual,Débito Automático,11.2628,73.5,2.1,1,0.1933,0.5449,0.98
65,311.55,5.0,Mensual,Pago Manual,4.7205,7.5,44.0,0,0.5378,0.6074,0.1
10,283.05,27.0,Bianual,Débito Automático,25.7318,27.0,-1.1,0,0.0756,0.548,0.54
60,55.53,25.0,Mensual,Débito Automático,0.9103,31.5,35.7,0,0.4958,0.0738,0.5
21,224.96,41.0,Mensual,Pago Manual,10.2255,61.5,2.4,1,0.1681,0.4269,0.82
103,468.37,2.0,Mensual,Débito Automático,4.5036,3.0,71.5,0,0.8571,0.9342,0.04
99,136.75,49.0,Bianual,Pago Manual,1.3675,49.0,54.6,0,0.8235,0.2431,0.98
94,130.11,36.0,Anual,Débito Automático,1.3696,36.0,55.0,1,0.7815,0.2293,0.72
99,460.48,19.0,Mensual,Débito Automático,4.6048,28.5,63.6,0,0.8235,0.9177,0.38
6,450.28,0.0,Mensual,Tarjeta de Crédito,64.3257,0.0,4.2,1,0.042,0.8965,0.0
96,277.34,19.0,Anual,Débito Automático,2.8592,19.0,61.5,1,0.7983,0.5361,0.38
2,88.03,11.0,Anual,Débito Automático,29.3433,11.0,-1.9,1,0.0084,0.1416,0.22
61,301.81,45.0,Bianual,Pago Manual,4.8679,45.0,29.2,0,0.5042,0.5871,0.9
30,222.95,13.0,Anual,Pago Manual,7.1919,13.0,17.1,0,0.2437,0.4227,0.26
70,259.28,5.0,Bianual,Tarjeta de Crédito,4.0525,5.0,47.5,1,0.5798,0.4984,0.1
3,477.92,41.0,Mensual,Débito Automático,119.48,61.5,-10.2,0,0.0168,0.9541,0.82
6,192.23,39.0,Anual,Débito Automático,27.4614,39.0,-7.5,0,0.042,0.3587,0.78
58,373.98,0.0,Bianual,Tarjeta de Crédito,6.3386,0.0,40.6,0,0.479,0.7375,0.0
42,255.2,3.0,Bianual,Pago Manual,5.9349,3.0,28.5,0,0.3445,0.4899,0.06
88,37.38,26.0,Anual,Débito Automático,0.42,26.0,53.8,1,0.7311,0.036,0.52
105,121.7,22.0,Bianual,Tarjeta de Crédito,1.1481,22.0,66.9,0,0.8739,0.2117,0.44
66,294.77,6.0,Mensual,Pago Manual,4.3996,9.0,44.4,1,0.5462,0.5724,0.12
67,273.17,2.0,Mensual,Débito Automático,4.0172,3.0,46.3,0,0.5546,0.5274,0.04
110,280.4,29.0,Bianual,Tarjeta de Crédito,2.5261,29.0,68.3,0,0.916,0.5425,0.58
9,330.47,25.0,Mensual,Débito Automático,33.047,37.5,-1.2,1,0.0672,0.6468,0.5
109,498.18,13.0,Mensual,Tarjeta de Crédito,4.5289,19.5,72.4,0,0.9076,0.9963,0.26
67,283.56,23.0,Mensual,Débito Automático,4.17,34.5,40.0,0,0.5546,0.549,0.46
91,51.69,3.0,Mensual,Tarjeta de Crédito,0.5618,4.5,62.8,0,0.7563,0.0658,0.06
104,295.83,21.0,Mensual,Débito Automático,2.8174,31.5,66.5,0,0.8655,0.5746,0.42
17,202.5,22.0,Mensual,Débito Automático,11.25,33.0,5.3,1,0.1345,0.3801,0.44
73,24.29,42.0,Mensual,Débito Automático,0.3282,63.0,38.5,0,0.605,0.0087,0.84
90,249.12,50.0,Mensual,Débito Automático,2.7376,75.0,48.0,1,0.7479,0.4773,1.0
25,179.96,22.0,Mensual,Pago Manual,6.9215,33.0,10.9,0,0.2017,0.3331,0.44
18,259.64,25.0,Mensual,Pago Manual,13.6653,9.0,10.8,0,0.1429,0.4992,0.5
109,133.86,6.0,Mensual,Débito Automático,1.2169,9.0,74.5,0,0.9076,0.2371,0.12
15,460.76,20.0,Bianual,Tarjeta de Crédito,28.7975,20.0,4.5,1,0.1176,0.9183,0.4
43,131.48,24.0,Bianual,Débito Automático,2.9882,24.0,22.9,1,0.3529,0.2321,0.48
56,172.86,11.0,Mensual,Débito Automático,3.0326,16.5,35.9,1,0.4622,0.3183,0.22
36,298.6,35.0,Mensual,Pago Manual,8.0703,52.5,14.7,0,0.2941,0.5804,0.7
45,280.69,25.0,Bianual,Débito Automático,6.102,25.0,24.0,0,0.3697,0.5431,0.5
27,478.38,8.0,Bianual,Pago Manual,17.085,8.0,16.5,0,0.2185,0.955,0.16
87,396.45,25.0,Mensual,Tarjeta de Crédito,4.5051,69.0,47.1,1,0.7227,0.7843,0.5
67,126.96,45.0,Mensual,Pago Manual,1.8671,67.5,33.4,1,0.5546,0.2227,0.9
82,230.88,45.0,Bianual,Débito Automático,2.7817,45.0,43.9,0,0.6807,0.4393,0.9
48,315.73,29.0,Mensual,Débito Automático,6.4435,43.5,24.9,0,0.395,0.6161,0.58
37,220.69,25.0,Mensual,Pago Manual,5.8076,16.5,22.6,0,0.3025,0.418,0.5
94,250.76,20.0,Mensual,Pago Manual,2.6396,30.0,59.8,1,0.7815,0.4807,0.4
8,297.14,3.0,Bianual,Débito Automático,33.0156,3.0,4.7,0,0.0588,0.5773,0.06
13,92.59,21.0,Mensual,Tarjeta de Crédito,6.6136,31.5,2.8,1,0.1008,0.1511,0.42
82,304.85,20.0,Anual,Tarjeta de Crédito,3.6729,20.0,51.4,0,0.6807,0.5934,0.4
75,196.91,22.0,Mensual,Tarjeta de Crédito,2.5909,33.0,45.9,0,0.6218,0.3685,0.44
53,74.65,45.0,Anual,Débito Automático,1.3824,45.0,23.6,1,0.437,0.1137,0.9
13,423.69,31.0,Mensual,Débito Automático,30.2636,46.5,-0.2,0,0.1008,0.8411,0.62
14,286.39,2.0,Bianual,Tarjeta de Crédito,19.0927,2.0,9.2,0,0.1092,0.5549,0.04
65,332.3,29.0,Anual,Débito Automático,5.0348,29.0,36.8,1,0.5378,0.6506,0.58
21,163.51,0.0,Anual,Débito Automático,7.4323,0.0,14.7,1,0.1681,0.2989,0.0
34,476.88,17.0,Anual,Tarjeta de Crédito,13.6251,17.0,18.7,1,0.2773,0.9519,0.34
65,192.56,44.0,Mensual,Tarjeta de Crédito,2.9176,66.0,32.3,1,0.5378,0.3594,0.88
29,396.63,12.0,Bianual,Pago Manual,13.221,12.0,16.7,1,0.2353,0.7847,0.24
2,153.94,25.0,Anual,Pago Manual,51.3133,25.0,-6.1,0,0.0084,0.2789,0.5
14,338.3,13.0,Anual,Débito Automático,22.5533,13.0,5.9,1,0.1092,0.6631,0.26
36,138.29,49.0,Mensual,Débito Automático,3.7376,73.5,10.5,1,0.2941,0.2463,0.98
6,394.99,15.0,Bianual,Débito Automático,56.4271,15.0,-0.3,1,0.042,0.7813,0.3
21,155.36,25.0,Mensual,Débito Automático,7.0618,58.5,3.0,0,0.1681,0.2819,0.5
14,228.09,25.0,Mensual,Débito Automático,15.206,60.0,-2.2,0,0.1092,0.4334,0.5
66,102.43,27.0,Mensual,Débito Automático,1.5288,40.5,38.1,1,0.5462,0.1716,0.54
65,236.53,6.0,Bianual,Tarjeta de Crédito,3.5838,6.0,43.7,0,0.5378,0.451,0.12
60,311.66,6.0,Bianual,Tarjeta de Crédito,5.1092,6.0,40.2,1,0.4958,0.6076,0.12
21,290.78,20.0,Anual,Débito Automático,13.2173,20.0,8.7,0,0.1681,0.5641,0.4
68,177.21,21.0,Anual,Débito Automático,2.5683,21.0,41.3,0,0.563,0.3274,0.42
57,357.11,13.0,Anual,Tarjeta de Crédito,6.1571,13.0,36.0,1,0.4706,0.7023,0.26
103,34.66,38.0,Mensual,Pago Manual,0.3333,57.0,60.7,1,0.8571,0.0303,0.76
40,388.04,6.0,Anual,Débito Automático,9.4644,6.0,26.2,0,0.3277,0.7668,0.12
88,179.29,15.0,Anual,Débito Automático,2.0145,15.0,57.1,1,0.7311,0.3317,0.3
58,341.67,7.0,Mensual,Débito Automático,5.791,10.5,38.5,1,0.479,0.6701,0.14
33,206.33,37.0,Mensual,Débito Automático,6.0685,55.5,12.0,0,0.2689,0.3881,0.74
17,374.78,20.0,Mensual,Débito Automático,20.8211,30.0,5.9,1,0.1345,0.7391,0.4
102,259.28,26.0,Mensual,Pago Manual,3.0969,39.0,63.6,1,0.8487,0.4984,0.52
5,55.31,26.0,Anual,Débito Automático,9.2183,26.0,-4.3,1,0.0336,0.0734,0.52
104,271.8,36.0,Mensual,Débito Automático,2.5886,54.0,62.0,1,0.8655,0.5245,0.72
39,168.25,25.0,Mensual,Pago Manual,4.2062,37.5,19.8,1,0.3193,0.3087,0.5
107,347.67,43.0,Anual,Pago Manual,3.2192,43.0,62.0,0,0.8908,0.6827,0.86
12,378.43,16.0,Anual,Tarjeta de Crédito,29.11,16.0,3.6,1,0.0924,0.7468,0.32
114,259.28,5.0,Bianual,Tarjeta de Crédito,3.5485,5.0,78.3,0,0.9496,0.4984,0.1
58,395.65,33.0,Anual,Pago Manual,6.7059,33.0,30.7,0,0.479,0.7826,0.66
116,454.42,41.0,Bianual,Débito Automático,3.8839,41.0,68.9,0,0.9664,0.9051,0.82
102,113.5,41.0,Mensual,Tarjeta de Crédito,1.1019,61.5,59.1,1,0.8487,0.1946,0.82
63,21.06,41.0,Mensual,Pago Manual,0.3291,61.5,31.8,1,0.521,0.002,0.82
21,245.92,5.0,Mensual,Tarjeta de Crédito,11.1782,7.5,13.2,1,0.1681,0.4706,0.1
23,146.42,21.0,Anual,Débito Automático,6.1008,21.0,9.8,1,0.1849,0.2632,0.42
114,57.76,8.0,Mensual,Débito Automático,0.5023,12.0,77.4,0,0.9496,0.0785,0.16
45,148.87,11.0,Bianual,Débito Automático,3.2363,11.0,28.2,0,0.3697,0.2684,0.22
9,59.57,25.0,Anual,Débito Automático,5.957,0.0,6.3,0,0.0672,0.0823,0.5
84,376.07,28.0,Mensual,Pago Manual,4.4244,42.0,50.4,1,0.6975,0.7418,0.56
67,208.04,18.0,Mensual,Débito Automático,3.0594,27.0,41.5,0,0.5546,0.3917,0.36
58,339.56,14.0,Mensual,Tarjeta de Crédito,5.7553,21.0,36.4,0,0.479,0.6657,0.28
18,377.99,50.0,Anual,Débito Automático,19.8942,50.0,-2.4,0,0.1429,0.7458,1.0
102,468.49,33.0,Anual,Débito Automático,4.5484,33.0,61.5,1,0.8487,0.9344,0.66
109,243.64,47.0,Anual,Tarjeta de Crédito,2.2149,47.0,62.2,1,0.9076,0.4659,0.94
53,466.17,35.0,Mensual,Tarjeta de Crédito,8.6328,52.5,26.6,0,0.437,0.9296,0.7
81,32.51,22.0,Mensual,Pago Manual,0.3965,33.0,50.1,1,0.6723,0.0259,0.44
107,379.51,37.0,Mensual,Tarjeta de Crédito,3.514,55.5,63.8,1,0.8908,0.749,0.74
81,402.77,21.0,Mensual,Pago Manual,4.9118,31.5,50.4,1,0.6723,0.7975,0.42
32,280.5,15.0,Anual,Débito Automático,8.5,15.0,17.9,1,0.2605,0.5427,0.3
97,284.58,41.0,Bianual,Pago Manual,2.9039,41.0,55.6,1,0.8067,0.5512,0.82
38,456.06,9.0,Mensual,Tarjeta de Crédito,11.6938,13.5,23.9,0,0.3109,0.9085,0.18
95,246.36,11.0,Mensual,Débito Automático,2.5662,16.5,63.2,1,0.7899,0.4715,0.22
14,167.75,18.0,Bianual,Pago Manual,11.1833,18.0,4.4,0,0.1092,0.3077,0.36
102,103.9,49.0,Mensual,Pago Manual,1.0087,73.5,56.7,1,0.8487,0.1746,0.98
62,179.42,45.0,Mensual,Débito Automático,2.8479,45.0,29.9,1,0.5126,0.332,0.9
62,499.93,0.0,Mensual,Tarjeta de Crédito,7.9354,0.0,43.4,0,0.5126,1.0,0.0
1,118.06,15.0,Mensual,Tarjeta de Crédito,59.03,22.5,-3.8,0,0.0,0.2041,0.3
66,149.54,36.0,Mensual,Tarjeta de Crédito,2.2319,54.0,35.4,1,0.5462,0.2698,0.72
57,431.82,45.0,Anual,Pago Manual,7.4452,45.0,26.4,0,0.4706,0.858,0.9
4,273.05,35.0,Mensual,Pago Manual,54.61,52.5,-7.7,0,0.0252,0.5271,0.7
7,222.09,11.0,Mensual,Pago Manual,27.7612,16.5,1.6,1,0.0504,0.4209,0.22
39,481.98,22.0,Bianual,Pago Manual,12.0495,22.0,20.7,0,0.3193,0.9626,0.44
92,472.83,21.0,Mensual,Pago Manual,5.0842,31.5,58.1,0,0.7647,0.9435,0.42
27,327.4,36.0,Anual,Pago Manual,11.6929,36.0,8.1,0,0.2185,0.6404,0.72
50,259.28,24.0,Mensual,Pago Manual,1.3708,24.0,27.8,1,0.4118,0.4984,0.48
40,462.71,3.0,Anual,Pago Manual,11.2856,3.0,27.1,0,0.3277,0.9224,0.06
77,259.28,25.0,Mensual,Tarjeta de Crédito,3.94,1.5,53.6,0,0.6387,0.4984,0.5
88,318.97,6.0,Mensual,Débito Automático,3.5839,9.0,59.8,0,0.7311,0.6228,0.12
5,215.87,33.0,Mensual,Tarjeta de Crédito,35.9783,49.5,-6.4,0,0.0336,0.408,0.66
119,200.67,8.0,Bianual,Débito Automático,1.6722,8.0,80.9,0,0.9916,0.3763,0.16
102,385.95,2.0,Anual,Débito Automático,3.7471,2.0,70.8,1,0.8487,0.7624,0.04
40,35.12,19.0,Mensual,Tarjeta de Crédito,0.8566,28.5,22.3,1,0.3277,0.0313,0.38
16,372.93,38.0,Bianual,Tarjeta de Crédito,21.9371,38.0,-0.2,1,0.1261,0.7353,0.76
46,35.97,30.0,Mensual,Pago Manual,0.7653,45.0,23.2,1,0.3782,0.0331,0.6
99,139.97,42.0,Mensual,Débito Automático,1.3997,63.0,56.7,0,0.8235,0.2498,0.84
86,368.93,21.0,Mensual,Débito Automático,4.2406,31.5,53.9,0,0.7143,0.727,0.42
88,136.05,2.0,Mensual,Tarjeta de Crédito,1.5287,2.0,61.0,0,0.7311,0.2416,0.04
16,407.92,42.0,Mensual,Tarjeta de Crédito,23.9953,63.0,-1.4,1,0.1261,0.8082,0.84
114,28.75,16.0,Anual,Pago Manual,0.25,16.0,75.0,0,0.9496,0.018,0.32
120,262.29,32.0,Bianual,Débito Automático,2.1677,32.0,74.4,0,1.0,0.5047,0.64
39,259.28,4.0,Anual,Tarjeta de Crédito,6.8898,4.0,26.1,0,0.3193,0.4984,0.08
31,331.84,40.0,Mensual,Tarjeta de Crédito,10.37,60.0,9.7,1,0.2521,0.6497,0.8
94,346.7,25.0,Mensual,Débito Automático,3.6495,46.5,56.5,0,0.7815,0.6806,0.5
76,352.06,46.0,Anual,Débito Automático,4.5722,46.0,39.4,0,0.6303,0.6918,0.92
68,291.56,1.0,Anual,Débito Automático,4.2255,1.0,47.3,0,0.563,0.5657,0.02
49,290.73,48.0,Mensual,Tarjeta de Crédito,5.8146,72.0,19.9,1,0.4034,0.564,0.96
60,117.86,30.0,Mensual,Tarjeta de Crédito,1.9321,45.0,33.0,0,0.4958,0.2037,0.6
6,494.76,1.0,Anual,Pago Manual,70.68,1.0,3.9,1,0.042,0.9892,0.02
49,147.17,44.0,Mensual,Débito Automático,2.9434,66.0,21.1,1,0.4034,0.2648,0.88
21,21.15,50.0,Bianual,Pago Manual,0.9614,50.0,-0.3,1,0.1681,0.0022,1.0
30,494.44,29.0,Mensual,Débito Automático,15.9497,43.5,12.3,1,0.2437,0.9885,0.58
54,259.28,4.0,Anual,Débito Automático,9.0689,4.0,36.6,0,0.4454,0.4984,0.08
87,240.24,25.0,Anual,Tarjeta de Crédito,2.73,41.0,48.6,0,0.7227,0.4588,0.5
109,496.88,10.0,Mensual,Pago Manual,4.5171,15.0,73.3,1,0.9076,0.9936,0.2
93,203.92,42.0,Mensual,Débito Automático,2.1694,63.0,52.5,0,0.7731,0.3831,0.84
91,259.28,31.0,Mensual,Débito Automático,1.217,46.5,54.4,1,0.7563,0.4984,0.62
104,300.23,6.0,Mensual,Débito Automático,2.8593,9.0,71.0,1,0.8655,0.5838,0.12
112,78.22,34.0,Mensual,Tarjeta de Crédito,0.6922,51.0,68.2,0,0.9328,0.1211,0.68
69,67.91,15.0,Mensual,Débito Automático,0.9701,22.5,43.8,1,0.5714,0.0996,0.3
81,314.77,25.0,Bianual,Pago Manual,3.8387,25.0,49.2,1,0.6723,0.6141,0.5
78,64.27,25.0,Bianual,Débito Automático,0.8135,28.0,46.2,1,0.6471,0.092,0.5
91,74.0,43.0,Bianual,Tarjeta de Crédito,0.8043,43.0,50.8,1,0.7563,0.1123,0.86
77,124.38,42.0,Bianual,Débito Automático,1.5946,42.0,41.3,1,0.6387,0.2173,0.84
91,286.99,43.0,Bianual,Débito Automático,3.1195,43.0,50.8,1,0.7563,0.5562,0.86
13,352.54,30.0,Mensual,Débito Automático,25.1814,45.0,0.1,1,0.1008,0.6928,0.6
85,133.94,5.0,Bianual,Débito Automático,1.5574,5.0,58.0,0,0.7059,0.2372,0.1
106,58.29,46.0,Bianual,Tarjeta de Crédito,0.5448,46.0,60.4,0,0.8824,0.0796,0.92
85,493.88,50.0,Mensual,Pago Manual,5.7428,75.0,44.5,0,0.7059,0.9874,1.0
26,416.44,6.0,Bianual,Tarjeta de Crédito,15.4237,6.0,16.4,1,0.2101,0.826,0.12
8,205.27,41.0,Anual,Tarjeta de Crédito,22.8078,41.0,-6.7,0,0.0588,0.3859,0.82
46,234.06,42.0,Mensual,Débito Automático,4.98,63.0,19.6,1,0.3782,0.4459,0.84
62,432.9,41.0,Mensual,Tarjeta de Crédito,6.8714,61.5,31.1,0,0.5126,0.8603,0.82
87,369.83,8.0,Mensual,Débito Automático,4.2026,12.0,58.5,0,0.7227,0.7288,0.16
91,45.44,28.0,Mensual,Débito Automático,0.4939,42.0,55.3,0,0.7563,0.0528,0.56
30,249.82,27.0,Anual,Pago Manual,8.0587,27.0,12.9,0,0.2437,0.4787,0.54
113,162.75,7.0,Bianual,Tarjeta de Crédito,1.4276,7.0,77.0,0,0.9412,0.2973,0.14
107,91.1,39.0,Mensual,Débito Automático,0.8435,58.5,63.2,0,0.8908,0.148,0.78
84,463.6,9.0,Mensual,Tarjeta de Crédito,5.4541,13.5,56.1,1,0.6975,0.9242,0.18
71,467.49,25.0,Mensual,Débito Automático,6.4929,37.5,42.2,0,0.5882,0.9324,0.5
82,470.59,18.0,Anual,Débito Automático,5.6698,18.0,52.0,1,0.6807,0.9388,0.36
56,95.17,25.0,Mensual,Pago Manual,1.6696,4.5,38.3,0,0.4622,0.1564,0.5
51,370.2,45.0,Mensual,Débito Automático,7.1192,67.5,22.2,1,0.4202,0.7296,0.9
25,343.3,46.0,Anual,Pago Manual,13.2038,46.0,3.7,1,0.2017,0.6735,0.92
45,259.28,36.0,Mensual,Débito Automático,7.2513,54.0,20.7,1,0.3697,0.4984,0.72
91,108.58,43.0,Mensual,Pago Manual,1.1802,43.0,50.8,1,0.7563,0.1844,0.86
32,361.13,37.0,Bianual,Pago Manual,10.9433,37.0,11.3,1,0.2605,0.7107,0.74
103,268.23,9.0,Mensual,Tarjeta de Crédito,2.5791,13.5,69.4,1,0.8571,0.5171,0.18
32,425.34,34.0,Anual,Débito Automático,12.8891,34.0,12.2,1,0.2605,0.8445,0.68
112,160.27,25.0,Anual,Tarjeta de Crédito,1.4183,22.0,71.8,1,0.9328,0.2921,0.5
27,26.66,27.0,Bianual,Tarjeta de Crédito,0.9521,27.0,10.8,1,0.2185,0.0137,0.54
70,336.58,7.0,Anual,Débito Automático,4.7406,7.0,46.9,0,0.5798,0.6595,0.14
36,64.98,14.0,Mensual,Tarjeta de Crédito,1.7562,21.0,21.0,0,0.2941,0.0935,0.28
24,54.03,0.0,Mensual,Débito Automático,2.1612,0.0,16.8,0,0.1933,0.0707,0.0
7,206.09,24.0,Bianual,Tarjeta de Crédito,25.7612,24.0,-2.3,0,0.0504,0.3876,0.48
117,101.72,21.0,Anual,Débito Automático,0.862,21.0,75.6,0,0.9748,0.1701,0.42
16,481.62,25.0,Anual,Débito Automático,28.3306,12.0,7.6,1,0.1261,0.9618,0.5
9,259.28,29.0,Mensual,Pago Manual,12.169,43.5,-2.4,1,0.0672,0.4984,0.58
100,53.43,36.0,Mensual,Débito Automático,0.529,54.0,59.2,1,0.8319,0.0695,0.72
100,368.57,23.0,Mensual,Pago Manual,3.6492,34.5,63.1,0,0.8319,0.7262,0.46
69,441.11,47.0,Mensual,Débito Automático,6.3016,70.5,34.2,1,0.5714,0.8774,0.94
70,333.4,39.0,Mensual,Tarjeta de Crédito,4.6958,58.5,37.3,1,0.5798,0.6529,0.78
55,143.94,46.0,Mensual,Tarjeta de Crédito,2.5704,69.0,24.7,1,0.4538,0.2581,0.92
118,333.26,34.0,Mensual,Pago Manual,2.8005,51.0,72.4,0,0.9832,0.6526,0.68
2,84.9,39.0,Bianual,Débito Automático,28.3,39.0,-10.3,1,0.0084,0.135,0.78
6,454.58,24.0,Mensual,Pago Manual,64.94,36.0,-3.0,1,0.042,0.9054,0.48
8,350.48,29.0,Mensual,Débito Automático,38.9422,43.5,-3.1,1,0.0588,0.6885,0.58
86,72.38,30.0,Mensual,Débito Automático,0.832,45.0,51.2,0,0.7143,0.109,0.6
67,461.25,16.0,Mensual,Débito Automático,6.7831,24.0,42.1,0,0.5546,0.9193,0.32
114,113.59,9.0,Anual,Débito Automático,0.9877,9.0,77.1,0,0.9496,0.1948,0.18
63,87.22,16.0,Anual,Débito Automático,1.3628,16.0,39.3,0,0.521,0.1399,0.32
62,236.71,49.0,Mensual,Tarjeta de Crédito,3.7573,73.5,28.7,1,0.5126,0.4514,0.98
99,310.49,44.0,Bianual,Débito Automático,3.1049,44.0,56.1,0,0.8235,0.6052,0.88
79,127.55,17.0,Mensual,Pago Manual,1.5944,25.5,50.2,1,0.6555,0.2239,0.34
90,259.28,22.0,Anual,Pago Manual,2.7832,22.0,56.4,0,0.7479,0.4984,0.44
113,443.3,2.0,Anual,Tarjeta de Crédito,3.8886,2.0,78.5,0,0.9412,0.8819,0.04
1,49.19,45.0,Anual,Tarjeta de Crédito,24.595,45.0,-12.8,1,0.0,0.0606,0.9
19,446.88,8.0,Bianual,Débito Automático,22.344,8.0,10.9,0,0.1513,0.8894,0.16
119,321.73,34.0,Anual,Débito Automático,2.6811,34.0,73.1,1,0.9916,0.6286,0.68
